content_id,title,content_type_id,change_type,changed_columns,previous_values_json,current_values_json,baseline_snapshot,compared_at
2037026,대림중앙시장,38,updated,latitude|longitude|source_modified_at|first_image_url|thumbnail_url,"{""latitude"": ""37.4916032088"", ""longitude"": ""126.8997025371"", ""source_modified_at"": ""2025-12-15T16:48:37+09:00"", ""first_image_url"": ""http://tong.visitkorea.or.kr/cms/resource/39/3581039_image2_1.jpg"", ""thumbnail_url"": ""http://tong.visitkorea.or.kr/cms/resource/39/3581039_image3_1.jpg""}","{""latitude"": ""37.4915329515"", ""longitude"": ""126.8996675988"", ""source_modified_at"": ""2026-08-27 10:23:40+09:00"", ""first_image_url"": ""https://tong.visitkorea.or.kr/cms/resource/39/3581039_image2_1.jpg"", ""thumbnail_url"": ""https://tong.visitkorea.or.kr/cms/resource/39/3581039_image3_1.jpg""}",places@2026-08-28,2026-08-28T22:16:43.664090+09:00
