tats_cd,association_name,district_code,content_id,place_title,match_method
0fc6eb51a4e3cbae4a3c32ee69a1a0c0,짚풀생활사박물관,110,129804,짚풀생활사박물관,exact
c3b76d97310e44890b9e02e2d762f5e3,안토,305,3566221,안토,exact
1c88de44ddf35c28fdaa394cde3c4473,남대문갈치조림골목,140,748018,남대문 갈치조림골목,exact
67cf64cd75fc91194b37c6ca6f6cf02e,레스케이프호텔,140,2586384,레스케이프 호텔(L’Escape Hotel),normalized
adb056464fe8c21a526fd6f72b2342fe,한성아트홀,110,3072272,한성아트홀,exact
aa497f062a9f1b0bd6ea3ba2b8f1d81f,능라도/광화문점,110,126512,광화문,substring
78c9885f6daf42d38cc568b6327bb314,카페산아래,305,2833398,카페 산아래,exact
21a689b16278e036b5e88766e9366a45,서울프린스호텔,140,142751,서울프린스호텔,exact
90b525137a61c6235d1a37436036f5e4,창의문,110,252547,창의문(자하문),normalized
43ad448330c42271da75a8ec071c7dba,만포막국수,140,2914148,만포막국수,exact
8376a91430262e5b56b426a2bc30b0eb,청룡사,110,482153,청룡사(서울),normalized
15c6b37afdc8a9aff92d9cae59f334e8,청진옥/본점,110,2778428,청진옥,substring
fddd3e4e45317188f52a1415c70c6505,칠궁,110,3056238,청와대칠궁,substring
e4db0c67ae86810bca37f8f146de10b2,광장시장윤희네육회빈대떡,110,132183,광장시장,substring
8ca21fce26649102b0ee22eae88c8b02,솔라리아니시테츠호텔/서울명동,140,264311,명동,substring
f672ceb11355e2106768f2587fcff74d,메이플레이스호텔,110,2552651,메이플레이스,substring
b8ea11dc73026ec54eaf8f824b74736d,청운공원,110,2762885,청운공원,exact
cbe8c97f99e80d18894dca65236a1d5e,불암산나비정원,350,2733975,불암산나비정원,exact
32253f146ff7a879096536333cc8ce7f,충신시장,110,2759976,충신시장,exact
33745eab59eabf8a42f24b296327f4b2,동대문종합시장/B동,110,132200,동대문종합시장,substring
429665d880d09c766e7461026bda6026,성촌공원,170,2760249,성촌공원,exact
af66048976dbc8731185bdef841a103e,문배동육칼/본점,170,1985351,문배동 육칼,substring
7be1b2c3efde654f5b8acd7cae396650,임피리얼팰리스부티크호텔,170,142771,임피리얼 팰리스 부티크 호텔,exact
6665cdcec76ce515ff4b6af28343980b,춘향미엔,200,2845187,춘향미엔,exact
615c8388ac98a657c37eeea0667314df,효면옥,380,2846705,효면옥 신사본점,substring
c0756528660784fefb61a09c74f29a2f,우이시장,305,2741590,우이시장,exact
ee690f8a0eb4937c6579397d051c92d5,두산아트센터,110,129734,두산아트센터,exact
762f425144734dc951c7cb86024e687a,브레라,140,2854009,브레라,exact
69b25f53c4371b0534059342a475a77e,오근내닭갈비,170,2745550,오근내닭갈비,exact
b35baf66f56313e6033cd1969ca7f85c,경동시장,230,948730,경동시장,exact
775c61c26ccfd36838db01794d0cf643,코리아나호텔/서울,140,142731,코리아나 호텔,substring
c0b3dd9139d1ceff632c260489dcba9d,명동충무김밥/명동점,140,264311,명동,substring
