content_id,title,content_type_id,change_type,changed_columns,previous_values_json,current_values_json,baseline_snapshot,compared_at
809490,강서습지생태공원,12,updated,latitude|longitude|source_modified_at|first_image_url|thumbnail_url,"{""latitude"": ""37.5860879769"", ""longitude"": ""126.8171490732"", ""source_modified_at"": ""2025-08-26 13:15:58+09:00"", ""first_image_url"": ""http://tong.visitkorea.or.kr/cms/resource/70/3526770_image2_1.jpg"", ""thumbnail_url"": ""http://tong.visitkorea.or.kr/cms/resource/70/3526770_image3_1.jpg""}","{""latitude"": ""37.5858144241"", ""longitude"": ""126.8183170399"", ""source_modified_at"": ""2026-08-26 11:42:57+09:00"", ""first_image_url"": ""https://tong.visitkorea.or.kr/cms/resource/69/3526769_image2_1.jpg"", ""thumbnail_url"": ""https://tong.visitkorea.or.kr/cms/resource/69/3526769_image3_1.jpg""}",places_api_snapshot_11-500_20260826.csv,2026-08-27T16:11:19.040849+09:00
